"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"R7ZBEEZU","journalArticle","2020","Kozai, T.; Niu, G.","Role of the plant factory with artificial lighting (PFAL) in urban areas","Plant factory","","","","https://www.sciencedirect.com/science/article/pii/B9780128166918000029","… Second, the role of the plant factory with artificial lighting (PFAL… the methodology toward a sustainable PFAL is discussed. … be solved concurrently for improved sustainability of the Earth …","2020","2023-11-07 10:40:36","2023-11-07 10:40:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XNTHUSZ8","journalArticle","2023","Oh, S.; Lu, C.","Vertical farming-smart urban agriculture for enhancing resilience and sustainability in food security","The Journal of Horticultural Science and …","","","10.1080/14620316.2022.2141666","https://www.tandfonline.com/doi/abs/10.1080/14620316.2022.2141666","… This review paper presents one of the sustainable farming practices – vertical farming that … It addresses the recent development of vertical farming with advanced precision monitoring …","2023","2023-11-07 10:40:36","2023-11-07 10:40:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35H6SBGT","journalArticle","2023","Sandison, F.; Yeluripati, J.; Stewart, D.","Does green vertical farming offer a sustainable alternative to conventional methods of production?: A case study from Scotland","Food and Energy Security","","","10.1002/fes3.438","https://onlinelibrary.wiley.com/doi/abs/10.1002/fes3.438","… This research highlights green VF as potential alternative for sustainable … vertical farming were scarce so the search was widened to include global production of lettuce in a vertical farm…","2023","2023-11-07 10:40:36","2023-11-07 10:40:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EZKXI2U6","journalArticle","2023","Liu, J.; Wang, L.; Wang, Y.; Xu, S.; Liu, Y.","Research on the Interface of Sustainable Plant Factory Based on Digital Twin","Sustainability","","","","https://www.mdpi.com/2071-1050/15/6/5010","… plant factory control system has the problems of high energy consumption and expensive electrical equipment, which seriously restricts the development of plant factory. … the plant factory …","2023","2023-11-07 10:40:36","2023-11-07 10:40:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9BTFCEY","journalArticle","2020","Khalil, H. I.; Wahhab, K. A.","Advantage of vertical farming over horizontal farming in achieving sustainable city, Baghdad city-commercial street case study","IOP Conference Series: Materials …","","","10.1088/1757-899X/745/1/012173","https://iopscience.iop.org/article/10.1088/1757-899X/745/1/012173/meta","… agriculture was represented by vertical farming (a model of … The vertical farming model is one of the forms of sustainable … Vertical Farming is defined as (technology that is based on …","2020","2023-11-07 10:40:36","2023-11-07 10:40:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E8D4ZHQL","journalArticle","2018","Naus, T.","Is vertical farming really sustainable","… /is-verticalfarming-really-sustainable (accessed on 18 …","","","","https://www.eitfood.eu/blog/is-vertical-farming-really-sustainable","… We are attracting, developing and empowering bright minds to lead the transformation of the food system into an innovative sector that produces healthy and sustainable food, and is …","2018","2023-11-07 10:40:36","2023-11-07 10:40:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YEAXGQ94","journalArticle","2022","Petrovics, D.; Giezen, M.","Planning for sustainable urban food systems: an analysis of the up-scaling potential of vertical farming","Journal of Environmental Planning and …","","","10.1080/09640568.2021.1903404","https://www.tandfonline.com/doi/abs/10.1080/09640568.2021.1903404","… for contextualizing the niche in this research: vertical farming. In this sense, this alternative … The key point here is that with sustainability in mind, the upscaling potential of VF becomes …","2022","2023-11-07 10:40:36","2023-11-07 10:40:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XTUJ52P6","book","2019","Hallikainen, E.","Life cycle assessment on vertical farming","","","","","https://aaltodoc.aalto.fi/handle/123456789/36351","… This thesis discusses vertical farming from the perspective of resource … Life Cycle Assessment (LCA) for achieving comparable results of the environmental impacts of vertical farming …","2019","2023-11-07 10:40:36","2023-11-07 10:40:36","","","","","","","","","","","","","aaltodoc.aalto.fi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6UQY839L","journalArticle","2023","Wang, X.; Onychko, V.; Zubko, V.; Wu, Z.; ...","Sustainable production systems of urban agriculture in the future: a case study on the investigation and development countermeasures of the plant factory and …","Frontiers in Sustainable …","","","10.3389/fsufs.2023.973341","https://www.frontiersin.org/articles/10.3389/fsufs.2023.973341/full","Frontiers | Sustainable production systems of urban agriculture in the future: a case study on the investigation and development countermeasures of the plant factory and vertical farm in …","2023","2023-11-07 10:40:36","2023-11-07 10:40:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JQYEFMQF","journalArticle","2022","Liu, J.; Oita, A.; Hayashi, K.; Matsubae, K.","Sustainability of vertical farming in comparison with conventional farming: a case study in Miyagi Prefecture, Japan, on nitrogen and phosphorus footprint","Sustainability","","","","https://www.mdpi.com/2071-1050/14/2/1042","The reduced requirement for nutrients in vertical farming (VF) implies that the potential for lower environmental impact is greater in VF than in conventional farming. In this study, the …","2022","2023-11-07 10:40:36","2023-11-07 10:40:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M8GWBV6L","journalArticle","2023","Parkes, M. G.; Azevedo, D. L.; Cavallo, A. C.; Domingos, T.; ...","Life cycle assessment of microgreen production: effects of indoor vertical farm management on yield and environmental performance","Scientific Reports","","","","https://www.nature.com/articles/s41598-023-38325-0","… We conducted a life cycle assessment (LCA) of a building-integrated IVF for microgreen … Therefore, adjusting growing conditions is essential for the sustainability of urban food …","2023","2023-11-07 10:40:36","2023-11-07 10:40:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DEIET84H","journalArticle","2023","Cossu, M.; Tiloca, M. T.; Cossu, A.; Deligios, P. A.; Pala, T.; ...","Increasing the agricultural sustainability of closed agrivoltaic systems with the integration of vertical farming: A case study on baby-leaf lettuce","Applied Energy","","","","https://www.sciencedirect.com/science/article/pii/S0306261923006426","… Several design solutions have been proposed to increase the agricultural sustainability of … the agricultural sustainability of the CA with the experimental integration of the vertical farm (VF…","2023","2023-11-07 10:40:36","2023-11-07 10:40:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HNB8XIEU","journalArticle","2021","Perambalam, L.; Avgoustaki, D. D.; Efthimiadou, A.; Liu, Y.; ...","How young consumers perceive vertical farming in the nordics. Is the market ready for the coming boom?","Agronomy","","","","https://www.mdpi.com/2073-4395/11/11/2128","… be used to measure consumer acceptance of vertical farming. The final model shifts the focus to sustainability and vertical farming; hence, sustainability is added to the components of …","2021","2023-11-07 10:40:36","2023-11-07 10:40:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W8RVI4PC","journalArticle","2020","Harris, Z. M.; Kountouris, Y.","Vertical farming as a game changer for BECCS technology deployment","Sustainability","","","","https://www.mdpi.com/2071-1050/12/19/8193","… With a lack of political and financial incentives for bioenergy crop cultivation, and a paucity of sustainable technological infrastructure to cultivate such crops in vertical farming, VFB …","2020","2023-11-07 10:40:36","2023-11-07 10:40:36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PDB54IY7","journalArticle","2020","Qiu, J.; Bayabil, H. K.; Li, Y.","Indoor Vertical Farming Systems for Food Security and Resource Sustainability: FOR360/FR429, 04/2020","EDIS","","","","https://journals.flvc.org/edis/article/download/116890/120860","… Indoor vertical farming has been gaining increased popularity worldwide and is … of indoor vertical farming in the United States and globally, commercial derivatives, major sustainability …","2020","2023-11-07 10:40:37","2023-11-07 10:40:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUU3XPIL","book","2017","Zeidler, C.; Schubert, D.; Vrakking, V.","Vertical farm 2.0: Designing an economically feasible vertical farm-A combined European endeavor for sustainable urban agriculture","","","","","https://elib.dlr.de/116034","This report proposes a vertical farm design concept based on objectives to demonstrate optimization in advanced controlled environment cultivation, energy- and waste stream …","2017","2023-11-07 10:40:37","2023-11-07 10:40:37","","","","","","","","","","","","","elib.dlr.de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7DV6ZGWV","journalArticle","2022","Martin, M.; Weidner, T.; Gullström, C.","Estimating the potential of building integration and regional synergies to improve the environmental performance of urban vertical farming","Frontiers in Sustainable Food …","","","10.3389/fsufs.2022.849304","https://www.frontiersin.org/articles/10.3389/fsufs.2022.849304/full","… for developing more circular vertical farming systems which … Life cycle assessment is used to quantify the environmental … energy system, reducing the vertical farm's GHG emissions up to …","2022","2023-11-07 10:40:37","2023-11-07 10:40:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MWUBZL4Y","journalArticle","2023","Csambalik, L.; Divéky-Ertsey, A.; Gál, I.; Madaras, K.; ...","Sustainability Perspectives of Organic Farming and Plant Factory Systems—From Divergences towards Synergies","Horticulturae","","","","https://www.mdpi.com/2311-7524/9/8/895","… The plant factory is not an ultimate answer for all existing sustainability problems but can contribute significantly by providing solutions to existing problems [189]. However, the co-…","2023","2023-11-07 10:40:37","2023-11-07 10:40:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T2AKRBMF","journalArticle","2020","Butturini, M.; Marcelis, L. F. M.","Vertical farming in Europe: Present status and outlook","Plant factory","","","","https://www.sciencedirect.com/science/article/pii/B9780128166918000042","… Europe, ie, PFALs (plant factory with artificial light), … vertical farming companies are listed, including well-established and start-up companies. The potential, and risks, of vertical farming …","2020","2023-11-07 10:40:37","2023-11-07 10:40:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4SK8QGGQ","journalArticle","2017","Benke, K.; Tomkins, B.","Future food-production systems: vertical farming and controlled-environment agriculture","Sustainability: Science, Practice and Policy","","","10.1080/15487733.2017.1394054","https://www.tandfonline.com/doi/full/10.1080/15487733.2017.1394054","… with the challenge of sustainability and feeding the rapidly … vertical farming which involves much greater use of technology and automation for land-use optimization. The vertical farm …","2017","2023-11-07 10:40:37","2023-11-07 10:40:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XWIA2IXL","journalArticle","2021","Delden, SH Van; SharathKumar, M.; Butturini, M.; ...","Current status and future challenges in implementing and upscaling vertical farming systems","Nature Food","","","","https://www.nature.com/articles/s43016-021-00402-w","… The actual environmental sustainability of vertical farming will depend greatly on local … VFS have great potential in locations where energy production is sustainable, ecosystems …","2021","2023-11-07 10:40:37","2023-11-07 10:40:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WJD6DRUW","journalArticle","2023","Moghimi, F.; Asiabanpour, B.","Economics of vertical farming in the competitive market","Clean Technologies and Environmental …","","","10.1007/s10098-023-02473-8","https://link.springer.com/article/10.1007/s10098-023-02473-8","… methods of farming, critical for global sustainable development. Vertical farming is a potentially underexplored component of sustainable food production portfolio. This paper offers the …","2023","2023-11-07 10:40:37","2023-11-07 10:40:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3TWMQE5R","journalArticle","2019","Specht, K.; Zoll, F.; Schümann, H.; Bela, J.; Kachel, J.; ...","How will we eat and produce in the cities of the future? From edible insects to vertical farming—A study on the perception and acceptability of new approaches","Sustainability","","","","https://www.mdpi.com/2071-1050/11/16/4315","Sustainability | Free Full-Text | How Will We Eat and Produce in the Cities of the Future? From Edible Insects to Vertical Farming—A Study on the Perception and Acceptability of New …","2019","2023-11-07 10:40:37","2023-11-07 10:40:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6JJP588A","book","2019","Trimbo, A. A. C.","Economic sustainability of indoor vertical farming in Sao Paulo","","","","","https://bibliotecadigital.fgv.br/dspace/handle/10438/28986","… research on indoor vertical farming as an investment … of a modern hydroponic vertical farming structure in the city of São … and disadvantages of having a vertical farming system in the city …","2019","2023-11-07 10:40:37","2023-11-07 10:40:37","","","","","","","","","","","","","bibliotecadigital.fgv.br","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5MYM5AHL","book","2018","Briceño, D. García-Caro","Vertical farming sustainability and urban implications","","","","","https://www.diva-portal.org/smash/record.jsf?pid=diva2:1260488","… This study aims to determine the sustainability of a vertical farm operation and its perceived … vertical farm was selected as the focus of the case study, with the vertical farm sustainability …","2018","2023-11-07 10:40:37","2023-11-07 10:40:37","","","","","","","","","","","","","diva-portal.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HE5FF8YV","journalArticle","2018","Al-Kodmany, K.","The vertical farm: A review of developments and implications for the vertical city","Buildings","","","","https://www.mdpi.com/2075-5309/8/2/24","… Vertical farming seeks to ensure the sustainability of our cities proactively by addressing food security to the world’s ever-increasing urban population [4,5,6,7,8]. In principle, it is a …","2018","2023-11-07 10:40:37","2023-11-07 10:40:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VMZG5KPS","journalArticle","2022","Shao, Y.; Wang, Z.; Zhou, Z.; Chen, H.; Cui, Y.; Zhou, Z.","Determinants affecting public intention to use micro-vertical farming: a survey investigation","Sustainability","","","","https://www.mdpi.com/2071-1050/14/15/9114","… Vertical farming is a new branch of urban agriculture using … of public acceptance on micro-vertical farming based on the … ’s behavioral intentions to use vertical farming is 3.9, which is …","2022","2023-11-07 10:40:37","2023-11-07 10:40:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M92WWTMW","journalArticle","2021","Saraswat, S.; Jain, M.","Adoption of Vertical Farming Technique for Sustainable Agriculture","Climate Resilience and Environmental Sustainability …","","","10.1007/978-981-16-0902-2_10","https://link.springer.com/chapter/10.1007/978-981-16-0902-2_10","… potential of vertical farming techniques, which is considered to be a sustainable agriculture … the segments and market dynamics of vertical farming techniques across the globe. These …","2021","2023-11-07 10:40:37","2023-11-07 10:40:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HWK9PD7T","journalArticle","2017","Kalantari, F.; Tahir, O. Mohd; ...","A review of vertical farming technology: A guide for implementation of building integrated agriculture in cities","Advanced …","","","","https://www.scientific.net/AEF.24.76","… Vertical Farming has the potential way for sustainable progress to produce food or related services in urban areas. The goals and future vision have been planned with the purpose of …","2017","2023-11-07 10:40:37","2023-11-07 10:40:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
