"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"K6QSF2ZH","journalArticle","2021","Rivington, M.; Dominic, D.; Burgess, P.; Beg, G.; Iannetta, P.; ...","Post-COVID-19 Land Use Options to Achieve Food Security, Healthy Diets and a Sustainable Environment.","","","","","https://researchonline.gcu.ac.uk/en/publications/post-covid-19-land-use-options-to-achieve-food-security-healthy-d","This report presents summary findings of a study looking at how the UK’s food production can align to enable development of a food system that better meets requirements for a healthy diet and a sustainable environment. The COVID-19 pandemic and post- EU exit recoveries present an opportunity to realign the food system with human health needs and sustainable, decarbonised production systems. Research uses four plausible scenarios (Scenarios for UK Food and Nutrition Security in the wake of the COVID-19 Pandemic) to explore the range of possible options using land use change, agroecological approaches, use of legumes and new cultivation technology e.g. vertical farming. This report is part of a series from the ESRC 'UK food and nutrition security during and after the COVID-9 pandemic (Grant ES/V004433/1).","2021","2023-09-23 15:58:04","2023-09-24 08:35:07","","","","","","","","","","","","","","","","","","","","","403","Publisher: researchonline.gcu.ac.uk","","/home/nele/Zotero/storage/AB8Z7MKQ/Rivington et al. - 2021 - Post-COVID-19 Land Use Options to Achieve Food Sec.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DP5QESJ3","journalArticle","2021","Schneider, P.; Rochell, V.; Plat, K.; Jaworski, A.","Circular Approaches in Small-Scale Food Production","… Economy and Sustainability","","","10.1007/s43615-021-00129-7","https://link.springer.com/article/10.1007/s43615-021-00129-7","Globally, food production is one of the main water and energy consumers. Having in view the growing population on global scale, a higher efficiency of food production is needed. Circular approaches offer a large potential to enhance the efficiency of food production and have a long tradition in the food production process of mankind. However, industrial farming has interdicted traditional cycle-closed farming approaches leading to a variety of environmental challenges. The contribution illustrates the basics of traditional gardening and farming approaches and describes how their characteristics are adapted in innovative modern farming systems like aquaponic, permaculture, urban farming, as well as recovered traditional farming systems. The approach to combine traditional farming methods with modern ones will provide multiple benefits in the future to ensure food security. There is to be underlined that such a strategy holds a substantial potential of circular flux management in small scale food production. This potential could be transposed to a larger scale also, particularly in terms of agroforestry and integrated plant and animal husbandry or integrated agriculture and aquaculture. In this way, small-scale food production holds a large potential for the future implementation of the water-energy-food security nexus.","2021","2023-09-23 15:58:04","2023-09-24 08:50:38","","","","","","","","","","","","","","","","","","","","","802","","","/home/nele/Zotero/storage/AWSGTP3F/Schneider et al. - 2021 - Circular Approaches in Small-Scale Food Production.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44328FL3","journalArticle","2021","Gonnella, M.; Renna, M.","The Evolution of soilless systems towards ecological sustainability in the perspective of a circular economy. Is it really the opposite of organic agriculture?","Agronomy","","","10.3390/agronomy11050950","https://www.mdpi.com/2073-4395/11/5/950","Soilless cultivation systems were primarily developed in response to the excessive spread of soil pathogens; however, they also allow an optimal control of plant grow, high productivity and product quality as well as very high efficiency of water and fertilizer use. At the same time, consumers remain critical towards soilless-cultivated vegetables, mainly due to the perception of these techniques as unnatural, resulting from artificial growth and consequently characterized by low quality. This mini review analyzes the evolutionary process of soilless cultivation within a vision of agriculture that supports environmental sustainability as the central theme of the discussion. Current knowledge suggests that, although apparently opposite, organic and high-tech soilless cultivation have several common or converging points in view of a sustainable use of resources on the planet. As a consequence, new policies should be oriented toward a reduction of environmental “pressure” by introducing a process certification of low environmental impact, which, together with an adequate product certification, related not only to the environmental aspect but also to product quality, can reduce the opposition of the two cultivation systems.","2021","2023-09-23 15:58:04","2023-09-24 08:51:04","","","","","","","","","","","","","","","","","","","","","819","","","/home/nele/Zotero/storage/5PKW9L96/Gonnella und Renna - 2021 - The Evolution of soilless systems towards ecologic.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AVQSB3HB","journalArticle","2021","Weidner, Till; Yang, Aidong; Hamm, Michael W.","Energy optimisation of plant factories and greenhouses for different climatic conditions","Energy Conversion and Management","","0196-8904","10.1016/j.enconman.2021.114336","https://www.sciencedirect.com/science/article/pii/S0196890421005124","The trend to localise food production promises reduced reliance on increasingly uncertain global supply chains. Controlled-environment agriculture, in particular indoor vertical farming, is developing as part of this trend, to ensure a year-round supply of healthy food and protection from extreme weather events. However, high energy consumption is a major concern that could greatly impact the environmental sustainability of high-tech farms. Addressing the lack of comprehensive comparisons between different controlled-environment agriculture systems on a consistent basis, this work investigates the favourability of indoor vertical farms (i.e. plant factories) over modern ventilated open and closed greenhouses from an energy intensity perspective. This was based on a flexible yield-energy model incorporating detailed air conditioning system dynamics, which was developed to evaluate the influence of outside climate conditions on energy consumption and vegetable yield. The model was used to optimise the climate control strategy and to minimise hourly specific energy consumption for multiple systems, parameter settings, and locations. The hourly model performance is demonstrated for Stockholm, which indicates that advanced climate control allows for very low-energy operations in summer compared to winter. The results show a strong parametric sensitivity for the thermal transmittance of the cover, the target light intensity and the crop climate preference in all three systems, as well as the efficiency of lighting and water cooling for plant factories. Considering the yearly average for multiple locations, open greenhouses were substantially more energy-efficient than plant factories in all ten locations (from −45% in Reykjavík to −94% in Gauteng). The option to ventilate a greenhouse (open vs closed) had the greatest positive effect on specific energy consumption in less extreme climates (from −36% in Massachusetts to −83% in Gauteng) but increased water consumption considerably (from an average of ~2 l/kg to 26 l/kg). Although local availability of land and water plays a significant role in the choice between growing systems, the results imply that high-tech ventilated greenhouses perform significantly better than vertical farms from an energy perspective in most inhabited regions of the planet. DA","2021","2023-09-23 15:58:04","2023-09-24 09:06:35","","114336","","","243","","Energy Conversion and Management","","","","","","","","","","","","","","1019","","","/home/nele/Zotero/storage/LY9BXAFH/Weidner et al. - 2021 - Energy optimisation of plant factories and greenho.pdf","","Climate control; Controlled-environment-agriculture; Multivariate optimisation; Specific energy; Vegetable supply; Vertical farming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F8CUM8IY","bookSection","2020","Avgoustaki, Dafni Despoina; Xydis, George","Chapter One - How energy innovation in indoor vertical farming can improve food security, sustainability, and food safety?","Advances in Food Security and Sustainability","","","","https://www.sciencedirect.com/science/article/pii/S2452263520300021","Food safety is an important scientific field, but at the same time a discussion topic of modern society that occupies more and more space of our every day time, dealing with the preparation of food, with its nutritious value, and various transportation and storage ways aiming at preventing food-related sickness. This work compares traditional farming with greenhouses and indoor vertical farming focusing on the challenges and the opportunities for each category. The scope of this work was to stress the role of indoor vertical farming towards this direction. Indoor vertical farms can produce high quality and virus-free products that can be locally distributed, inside the urban environment that such investments take place, saving annually millions of tons CO2 emissions. Beyond that, in this work it was pointed out how energy plays a role in food safety in such systems. It was stressed that indoor vertical farms can act as a demand response aggregator. In large scale units it could play a role to adjust their production according to different electricity prices offered in different time zones throughout the day. This way, the owners under a multi-value business model will create the opportunity to the vertical farm owners not only to improve their production but at the same time absorb inexpensive electricity offered, by creating an additional profit mechanism (multiple revenue streams) under such an approach by entering into contracts with companies in a utility electric region. DA","2020","2023-09-23 15:58:04","2023-09-24 09:06:44","","1-51","","","5","","","","","","","","Elsevier","","","","","","","","1021","","","/home/nele/Zotero/storage/TKZZDGIU/Avgoustaki und Xydis - 2020 - Chapter One - How energy innovation in indoor vert.pdf","","Electricity prices; Energy innovation; Hydroponic systems; Indoor farming; Land use efficiency","","Cohen, Marc J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7734W4UF","journalArticle","2020","Stringer, L. C.; Fraser, E. D. G.; Harris, D.; Lyon, C.; Pereira, L.; Ward, C. F. M.; Simelton, E.","Adaptation and development pathways for different types of farmers","Environmental Science & Policy","","1462-9011","10.1016/j.envsci.2019.10.007","https://www.sciencedirect.com/science/article/pii/S1462901119305209","One of the greatest challenges humanity faces is feeding the world’s human population in a sustainable, nutritious, equitable and ethical way under a changing climate. Urgent transformations are needed that allow farmers to adapt and develop while also being climate resilient and contributing minimal emissions. This paper identifies several illustrative adaptation and development pathways, recognising the variety of starting points of different types of farmers and the ways their activities intersect with global trends, such as population growth, climate change, rapid urbanisation dietary changes, competing land uses and the emergence of new technologies. The feasibility of some pathways depends on factors such as farm size and land consolidation. For other pathways, particular infrastructure, technology, access to credit and market access or collective action are required. The most viable pathway for some farmers may be to exit agriculture altogether, which itself requires careful management and planning. While technology offers hope and opportunity, as a disruptor, it also risks maladaptations and can create tradeoffs and exacerbate inequalities, especially in the context of an uncertain future. For both the Sustainable Development Goals and the 2015 Paris Agreement to be achieved, a mix of levers that combine policy, technology, education and awareness-raising, dietary shifts and financial/economic mechanisms is required, attending to multiple time dimensions, to assist farmers along different pathways. Vulnerable groups such as women and the youth must not be left behind. Overall, strong good governance is needed at multiple levels, combining top-down and bottom-up processes. DA","2020","2023-09-23 15:58:04","2023-09-24 09:13:42","","174-189","","","104","","Environmental Science & Policy","","","","","","","","","","","","","","1074","","","/home/nele/Zotero/storage/S8GWIKGG/Stringer et al. - 2020 - Adaptation and development pathways for different .pdf","","Agriculture; Climate change; Commercial farmers; Diets; Food systems; Governance; Inequality; Livelihoods; Paris Agreement; Planetary boundaries; Smallholders; Sustainability; Sustainable Development Goals (SDGs); Technology; Transformation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YSUYBMJW","journalArticle","2020","Dietl, A","Wie Städte von urbaner Landwirtschaft profitieren können: eine Typologie, Nachhaltigkeitsanalyse und Ökobilanzierung gängiger urbaner Anbauformen, mit …","","","","","https://www.researchgate.net/profile/Alexander-Dietl-3/publication/341600045_Social_Ecology_Working_Paper_Wie_Stadte_von_urbaner_Landwirtschaft_profitieren_konnen_eine_Typologie_Nachhaltigkeitsanalyse_und_Okobilanzierung_gangiger_urbaner_Anbauformen_mit_Fallbeispielen_aus_Wien/links/5eca9c46458515626cc9d6d1/Social-Ecology-Working-Paper-Wie-Staedte-von-urbaner-Landwirtschaft-profitieren-koennen-eine-Typologie-Nachhaltigkeitsanalyse-und-Oekobilanzierung-gaengiger-urbaner-Anbauformen-mit-Fallbeispi","There has been growing discussion concerning urban agriculture (UA) as a viable way of making cities more sustainable on a social, ecological and economic level as well as increasing urban food supply. While the overall potential of UA to contribute to sustainable urban development has been extensively investigated, comprehensive analyses comparing the strengths and weaknesses of the various forms of UA are still scarce. In particular, the use of life cycle analysis (LCA) in quantifying the ecological sustainability of UA provides useful data for decision-making processes. The aim of this thesis is to close some of these research gaps by contributing to the emerging discourse on UA in the global north, with a focus on the city of Vienna, Austria. Different methodological approaches are combined in order to provide a comprehensive and detailed picture of the multifunctional potential of the analysed forms of UA. Important sustainability aspects and challenges to consider are shown: (i) a typology of seven relevant ideal-typical forms of UA in Europe is developed, systematically describing and comparing their concepts, goals and effects, as well as resource, energy and spatial requirements. (ii) On this basis, a systematic, multi-criteria sustainability assessment is carried out for each of the seven forms of UA. Starting with a comprehensive literature review, 39 sustainability indicators are defined, individually assessed and discussed with experts. In a third step (iii), an LCA is conducted to analyse the carbon footprint of 1 kg tomatoes from community garden projects in Vienna, a rooftop garden (RTG) and a project on a field (FP). The system boundary encompasses impacts from raw material extraction to the point of consumption and discerned four stages: substrate production, infrastructure, fertilizer management and soil tillage. The evaluated UA forms reach between 16 and 41% of the potential maximum urban sustainability value and form two clusters: (i) forms with a multifunctional character: community gardens and farms (37-41%) with potential benefits on social (e.g. community building and education), ecological (e.g. green infrastructure and recycling of organic urban waste) and economic (e.g. savings at the household level and establishment of alternative operating models) levels; and (ii) forms with more specific strengths: technically innovative forms of cultivation (16-18%) (e.g. food production, job creation as well as research and innovation). The differences are mainly due to the degree of multifunctionality along the analysed sustainability aspects. As the low overall values indicate, there is room for improvement as well as possible barriers and risks for all analysed forms of UA. The carbon footprints of the two case studies show considerable differences: compared to the FP system (60 g CO2e/kg of product), greenhouse gas (GHG) emissions of the tomatoes produced in the RTG system are almost four times higher (221 g CO2e/kg of product). The difference is mainly caused by the use of compost substrate in the RTG system, which alone exceeds the total emissions of FP tomatoes by a factor of 2.3, thus representing a significant GHG hotspot in the production of RTG tomatoes. The results are within the range of comparable urban and organic production systems, which indicates that community-based UA projects – in addition to their socio-ecological benefits – could play a vital role in mitigating GHG emissions related to urban fruit and vegetable consumption in Vienna. With a comprehensive understanding of how the different forms of UA potentially contribute to overcoming major socio-ecological challenges in cities (such as the climate crisis and increasing urbanization) the present study can support urban policy-makers and stakeholders in integrating UA into city-wide development strategies and planning tools.","2020","2023-09-23 15:58:04","2023-09-24 09:21:02","","","","1 cites: https://scholar.google.com/scholar?cites=6924869766268133818&as_sdt=2005&sciodt=2007&hl=en","","","","","","","","","","","","","","","","","1185","Publisher: researchgate.net","","/home/nele/Zotero/storage/I23HMJUW/Dietl - 2020 - Wie Städte von urbaner Landwirtschaft profitieren .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X3PYCYQH","bookSection","2022","Rahmann, Gerold; Grimm, Daniel; Sonntag, Enno","Organic and urban farming - two sides of a coin of future sustainable and circular food systems","Proceedings : research for organic agriculture to tackle future challenges : ISOFAR International Scientific Workshops at the 2nd International Organic Expo October 1-3, 2022 in Goesan, South Korea","","","","https://www.openagrar.de/receive/openagrar_mods_00082648","Organic and urban agriculture are both innovators of novel and innovative food systems. Organic is more rural and farming related, while urban agriculture is innovation with same targets (healthy and sustainable food production) and apart from farm land (e.g. in-door, balcony, vertical, container, hydro, roof, cellar). Both of these food chain innovation are like-minded but rarely exchange ideas and results. Novel foods mushrooms, invertebrates, algae) and food habits (vegan, vegetarian, etc.) are popular in urban agriculture. Urban agriculture is very efficient in space (yield per m2) and nutrients (nearly 100%, closed systems). Organic can learn a lot about those ideas and results. Vis-a-versa, urban agriculture is limited in mass production, usually high-tech related with a lot of energy and technology needs. Urban agriculture food is usually expensive and could learn a lot about food production and chains from Organic. The standards and regulations hinder joint action and marketing. Science can help to identify mutual concepts and joint structures for a modern urban and rural life and links","2022","2023-09-23 15:58:04","2023-09-24 09:23:50","","278-281","","","","","","","","","","","ISOFAR","Bonn","","","","","","","1333","","","/home/nele/Zotero/storage/VIBHQJMF/Rahmann et al. - 2022 - Organic and urban farming - two sides of a coin of.pdf","","circular food system; food security; organic farming; sustainability; Urban farming","","Rahmann, Gerold; Ardakani, M. Reza; David, Wahyudi; Hossain, Shaikh Tanveer; Mayer, Jochen; Neuhoff, Daniel; Sciligo, Amber; Zikeli, Sabine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N7JZB928","journalArticle","2023","Righini, Isabella; Stanghellini, Cecilia; Hemming, Silke; Graamans, Luuk; Marcelis, L.F.M.","Resources for plant‐based food: Estimating resource use to meet the requirements of urban and peri‐urban diets","Food and Energy Security","","","10.1002/fes3.462","","The rapid urban growth seen globally in recent years has not been supported by a simultaneous increase in agricultural land and/or crop productivity. Producing crops in (peri-)urban areas shows good potential to provide the vegetable products for a healthy and balanced diet for the growing population, but it has to deal with the local availability of resources. Thus, meeting the food requirements of the urban population as efficiently and robustly as possible is a challenge. This study developed a methodology to estimate the use of resources of urban farming systems to produce energy- and nutrient-dense vegetables capable of meeting human dietary needs. The method was applied to two extremely different cultivation systems (an open field farm and a plant factory with artificial lighting) for the production of seven crops. The results on the resource efficiencies to meet the annual per-capita vegetable requirements are discussed in relation to crop type, local climate and cultivation system. The application of this methodology can support farmers' decisions on the choice of crops and the type of urban farming systems that are most efficient in contributing to a plant-based diet. The results can also be translated into water, energy, and surface area needed to meet the nutritional requirements at a city-regional level.","2023-04-25","2023-09-25 06:48:28","2023-09-25 06:49:03","","","","","","","Food and Energy Security","Resources for plant‐based food","","","","","","","","","","","","ResearchGate","New8","","","/home/nele/Zotero/storage/GYI8V8XK/Righini et al. - 2023 - Resources for plant‐based food Estimating resourc.pdf; ","https://www.researchgate.net/publication/370281010_Resources_for_plant-based_food_Estimating_resource_use_to_meet_the_requirements_of_urban_and_peri-urban_diets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QUMB56E2","journalArticle","2018","Romeo, Daina; Vea, Eldbjørg Blikra; Thomsen, Marianne","Environmental Impacts of Urban Hydroponics in Europe: A Case Study in Lyon","Procedia CIRP","","2212-8271","10.1016/j.procir.2017.11.048","https://www.sciencedirect.com/science/article/pii/S221282711730820X","The food provisioning of European cities depends on the global food supply system. However, both economic crises, environmental pressure and climate change effects represent a risk for food chain stability. Urban agriculture (UA) increases the self-sufficiency and resiliency of cities and is able to deliver positive environmental and social benefits. However, its efficacy depends on several variables, including the type of UA and the geographical location of the city. This paper analyses ReFarmers’ pilot farm, a vertical high-yield hydroponic croft located in the urban area of Lyon, France, from a life cycle perspective. The results show that the hydroponic farm performs better than cultivations in heated greenhouses, and similarly to conventional open field farms. Moreover, the source of the electricity input is a determinant factor that, if carbon neutral (e.g. wind energy) allows vertical hydroponic production to outperform the two conventional types of agriculture.","2018-01-01","2023-11-02 09:36:46","2023-11-02 09:37:17","2023-11-02 09:36:46","540-545","","","69","","Procedia CIRP","Environmental Impacts of Urban Hydroponics in Europe","25th CIRP Life Cycle Engineering (LCE) Conference, 30 April – 2 May 2018, Copenhagen, Denmark","","","","","","","","","","","ScienceDirect","New9","","","/home/nele/Zotero/storage/Y5JLGVCB/S221282711730820X.html; /home/nele/Zotero/storage/7PQ5D6XX/Romeo et al. - 2018 - Environmental Impacts of Urban Hydroponics in Euro.pdf","","","Hydroponics; Life Cycle Assessment; Urban agriculture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ITRELXUY","journalArticle","2018","Benis, Khadija; Ferrão, Paulo","Commercial farming within the urban built environment – Taking stock of an evolving field in northern countries","Global Food Security","","2211-9124","10.1016/j.gfs.2018.03.005","https://www.sciencedirect.com/science/article/pii/S2211912417301207","Urban horticulture has historically contributed to the supply of fresh produce to urban dwellers and has been gaining popularity over the last years in the Global North, with growing awareness of environmental and health concerns. Over the past few years, commercial farms have been emerging in major northern cities, promoting a trend of environmentally friendly food, grown in highly efficient installations on top of or in buildings. This paper presents a scoping study, including: (i) a review of the scientific literature addressing environmental, economic and social aspects of commercial farming in urban contexts; and (ii) a consultation exercise to inform and validate findings from the review, consisting of semi-structured interviews with a few practitioners in the Netherlands. The main findings are: (1) while the recent proliferation of commercial farms in major cities shows that these new modes of urban agricultural production are gaining momentum, establishing their viability as compared to conventional agricultural practices is a challenge when it comes to scalability, resource efficiency, and cost-effectiveness; (2) as it is still a relatively new field, very few studies have been conducted to quantitatively assess the impacts of commercial farming in urban areas; (3) given the complex environmental, economic and social dimensions of urban agriculture, holistic decision support tools could help integrating them in urban areas.","2018-06-01","2023-12-04 13:21:15","2023-12-04 13:21:25","2023-12-04 13:21:14","30-37","","","17","","Global Food Security","","","","","","","","","","","","","ScienceDirect","","","","/home/nele/Zotero/storage/IWW3KBY5/Benis und Ferrão - 2018 - Commercial farming within the urban built environm.pdf; /home/nele/Zotero/storage/DKUHKGN2/S2211912417301207.html","","","Commercial farming; Controlled-Environment Agriculture (CEA); Food security; Sustainability assessment; Urban agriculture; Urban built environment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
